"","iso","country","year","gdp_usd_ppp","gni_usd_ppp","cons_usd_ppp","gdp_b3_adj","acons_b4_adj","pop_c4_adj","d_log_gdp_ppp","d_log_gni_ppp","d_log_cons_ppp","d_log_acons_b4","d_log_gdp_b3","agg_d_log_gdp_ppp","agg_d_log_gni_ppp","agg_d_log_cons_ppp","agg_d_log_acons_b4","agg_d_log_gdp_b3","dev_gdp_ppp","dev_gni_ppp","dev_cons_ppp","dev_acons_b4","dev_gdp_b3"
"223","DNK","Denmark",2001,154443876337.693,152548038049.941,115633538083.538,1.545e+11,1.036e+11,5357000,0.0118997793504629,0.0207505711868521,0.00438159166164631,0.008097551303484,0.0121028311560636,0.00221355891538266,0.00308520843511673,0.0130485856005631,0.0127105760352162,0.00220557993254822,0.00968622043508027,0.0176653627517354,-0.00866699393891679,-0.0046130247317322,0.00989725122351537
"224","ESP","Spain",2001,845830188679.245,847148247978.437,677916901408.451,8.457e+11,6.102e+11,40266000,0.0191124780480809,0.0321629340515006,0.0208750761809675,0.0201377196532153,0.0191184189816642,0.00221355891538266,0.00308520843511673,0.0130485856005631,0.0127105760352162,0.00220557993254822,0.0168989191326983,0.0290777256163839,0.00782649058040441,0.00742714361799912,0.016912839049116
"225","FIN","Finland",2001,134353421859.04,133636363636.364,91415112855.7409,1.344e+11,8.2e+10,5188000,0.0082852452742852,0.0155452134501282,0.0176017906636083,0.0211276839343402,0.0081555906116968,0.00221355891538266,0.00308520843511673,0.0130485856005631,0.0127105760352162,0.00220557993254822,0.00607168635890254,0.0124600050150114,0.00455320506304524,0.00841710789912398,0.00595001067914858
"226","FRA","France",2001,1584589071038.25,1601846994535.52,1288751136363.64,1.5846e+12,1.1355e+12,60916000,0.0154398611272768,0.018115390955316,0.0224231332003519,0.0229237308043384,0.0154231691570317,0.00221355891538266,0.00308520843511673,0.0130485856005631,0.0127105760352162,0.00220557993254822,0.0132263022118941,0.0150301825201993,0.00937454759978884,0.0102131547691222,0.0132175892244835
"227","GBR","United Kingdom",2001,1538672468354.43,1549620253164.56,1361431630971.99,1.5376e+12,1.2399e+12,59031000,0.0161625548933912,0.021460375814863,0.0213358620296873,0.0191390469132564,0.0161651347030318,0.00221355891538266,0.00308520843511673,0.0130485856005631,0.0127105760352162,0.00220557993254822,0.0139489959780086,0.0183751673797463,0.00828727642912419,0.00642847087804022,0.0139595547704836
"228","GRC","Greece",2001,185526315789.474,185412280701.754,160894894894.895,1.854e+11,1.407e+11,10938000,0.0399104002073027,0.0306233952100605,0.0151897312574345,0.0261882013054446,0.0399345724255014,0.00221355891538266,0.00308520843511673,0.0130485856005631,0.0127105760352162,0.00220557993254822,0.0376968412919201,0.0275381867749438,0.0021411456568714,0.0134776252702284,0.0377289924929531
"229","IRL","Ireland",2001,114646379853.095,97760755508.9192,71583243823.8453,1.146e+11,6.54e+10,3859000,0.0429451848650988,0.0291491601663765,0.0481836322584392,0.0493353996978474,0.0429840638123338,0.00221355891538266,0.00308520843511673,0.0130485856005631,0.0127105760352162,0.00220557993254822,0.0407316259497161,0.0260639517312597,0.0351350466578761,0.0366248236626312,0.0407784838797856
"230","ISL","Iceland",2001,8138509615.38461,7876358173.07692,6602118226.60098,8.1e+09,5.8e+09,285000,0.00752426933709671,0.00442481232641434,-0.0355399821030105,-0.0312289442942042,-0.00171199093634833,0.00221355891538266,0.00308520843511673,0.0130485856005631,0.0127105760352162,0.00220557993254822,0.00531071042171405,0.00133960389129761,-0.0485885677035736,-0.0439395203294204,-0.00391757086889655
"231","ITA","Italy",2001,1469219059405.94,1461195544554.46,1170705144291.09,1.4696e+12,1.0659e+12,57894000,0.0152061944496911,0.0179469372435026,0.0123678332462944,0.0125562582489156,0.0152213325259787,0.00221355891538266,0.00308520843511673,0.0130485856005631,0.0127105760352162,0.00220557993254822,0.0129926355343084,0.0148617288083859,-0.000680752354268677,-0.000154317786300595,0.0130157525934305
"232","JPN","Japan",2001,3314069032258.06,3364892258064.52,2.35664e+12,3.323e+12,2.1169e+12,127291000,0.00145622834038939,0.00419879696314851,0.0166592879986833,0.015723421600466,0.00147128572444544,0.00221355891538266,0.00308520843511673,0.0130485856005631,0.0127105760352162,0.00220557993254822,-0.000757330574993276,0.00111358852803178,0.00361070239812022,0.00301284556524983,-0.000734294208102781
"233","MEX","Mexico",2001,897222222222.222,881340032679.739,760015451388.889,8.973e+11,7.128e+11,100051000,-0.0139764768086987,-0.00760675582838388,0.00500909199113053,0.00983048380003204,-0.0139092803641887,0.00221355891538266,0.00308520843511673,0.0130485856005631,0.0127105760352162,0.00220557993254822,-0.0161900357240814,-0.0106919642635006,-0.00803949360943257,-0.00288009223518415,-0.0161148602967369
"234","NLD","Netherlands",2001,441114594594.595,440988108108.108,344930795847.751,4.413e+11,2.922e+11,16043000,0.00659662786655524,0.0020632474935951,0.0165426387583398,0.00968884543997639,0.00657820984631385,0.00221355891538266,0.00308520843511673,0.0130485856005631,0.0127105760352162,0.00220557993254822,0.00438306895117258,-0.00102196094152163,0.00349405315777673,-0.0030217305952398,0.00437262991376564
"235","NOR","Norway",2001,167494672586.016,166312621668.217,102645384615.385,1.675e+11,9.06e+10,4513000,0.0220116601735167,0.0247915247522439,0.0249466741828979,0.0242306718314644,0.0223464237190942,0.00221355891538266,0.00308520843511673,0.0130485856005631,0.0127105760352162,0.00220557993254822,0.0197981012581341,0.0217063163171272,0.0118980885823348,0.0115200957962482,0.020140843786546
"236","NZL","New Zealand",2001,81909655172.4138,78264137931.0345,65672857142.8571,8.21e+10,5.95e+10,3912000,0.0236038078402885,0.0425627005000884,0.0208294646225848,0.0172395763326794,0.0234202965653356,0.00221355891538266,0.00308520843511673,0.0130485856005631,0.0127105760352162,0.00220557993254822,0.0213902489249058,0.0394774920649716,0.00778087902202174,0.00452900029746317,0.0212147166327874
"237","PRT","Portugal",2001,180661538461.538,175926451872.077,154058823529.412,1.806e+11,1.382e+11,10293000,0.00962582744422846,0.00741107003122465,0.0103495019091842,0.0095164697109027,0.00965734993566336,0.00221355891538266,0.00308520843511673,0.0130485856005631,0.0127105760352162,0.00220557993254822,0.0074122685288458,0.00432586159610793,-0.00269908369137895,-0.0031941063243135,0.00745177000311514
"238","SWE","Sweden",2001,241343525571.273,237650054406.964,186752290502.793,2.413e+11,1.667e+11,8896000,0.00771349353569661,-0.000185968156801053,0.00307970612361785,0.00633744120970903,0.0077131036523781,0.00221355891538266,0.00308520843511673,0.0130485856005631,0.0127105760352162,0.00220557993254822,0.00549993462031395,-0.00327117659191778,-0.00996887947694525,-0.00637313482550717,0.00550752371982988
"239","TUR","Türkiye",2001,425347555214.362,420749911630.973,364845192789.09,4.253e+11,3.237e+11,68610000,-0.0948009901054654,-0.113764575554223,-0.112407966420836,-0.112563853503357,-0.0948854536494874,0.00221355891538266,0.00308520843511673,0.0130485856005631,0.0127105760352162,0.00220557993254822,-0.097014549020848,-0.116849783989339,-0.125456552021399,-0.125274429538573,-0.0970910335820356
"240","USA","United States",2001,9.8389e+12,1.00087e+13,8.3595e+12,9.8389e+12,7.5145e+12,285358000,-0.00277167033293679,-0.0025278973500189,0.0158470499417778,0.0148412960005224,-0.00277167033293679,0.00221355891538266,0.00308520843511673,0.0130485856005631,0.0127105760352162,0.00220557993254822,-0.00498522924831946,-0.00561310578513563,0.00279846434121467,0.00213071996530623,-0.00497725026548501
"241","AUS","Australia",2002,547054198473.282,535206870229.008,428909230769.231,5.456e+11,3.878e+11,19757000,0.0199785814039668,0.0223374652403905,0.0273868705436104,0.0291824432992591,0.0200467857284394,0.00687481623690012,0.00660158239687902,0.016273236520826,0.0151818774348502,0.00687246791271257,0.0131037651670667,0.0157358828435115,0.0111136340227844,0.0140005658644089,0.0131743178157269
"242","AUT","Austria",2002,234542669584.245,234198030634.573,181408209806.157,2.345e+11,1.64e+11,8053000,0.00898250931886224,0.0270118162286916,-0.00086221776974682,-0.000169126208483306,0.00896952711664945,0.00687481623690012,0.00660158239687902,0.016273236520826,0.0151818774348502,0.00687246791271257,0.00210769308196213,0.0204102338318126,-0.0171354542905728,-0.0153510036433335,0.00209705920393688
"243","BEL","Belgium",2002,273575461454.94,282528773072.747,212338907469.342,2.735e+11,1.893e+11,10330000,0.00424327393208657,0.0180623798471604,0.00382405873080316,1.09445020495258e-05,0.00442804941136998,0.00687481623690012,0.00660158239687902,0.016273236520826,0.0151818774348502,0.00687246791271257,-0.00263154230481355,0.0114607974502814,-0.0124491777900229,-0.0151709329328007,-0.00244441850134258
"244","CAN","Canada",2002,908089430894.309,887701626016.26,685989256198.347,9.055e+11,6.15e+11,31362000,0.0227794395658893,0.0283327968949703,0.0206632098844679,0.0212883045473866,0.0227595511337846,0.00687481623690012,0.00660158239687902,0.016273236520826,0.0151818774348502,0.00687246791271257,0.0159046233289892,0.0217312144980912,0.00438997336364189,0.0061064271125364,0.015887083221072
"245","CHE","Switzerland",2002,221695789473.684,233282105263.158,159516753926.702,2.22e+11,1.482e+11,7343000,-0.00468182355322355,-0.00664999168989233,-0.00026974131009716,0.000880590859848596,-0.00477190400703087,0.00687481623690012,0.00660158239687902,0.016273236520826,0.0151818774348502,0.00687246791271257,-0.0115566397901237,-0.0132515740867714,-0.0165429778309232,-0.0143012865750016,-0.0116443719197434
"246","DEU","Germany",2002,2088334352701.33,2082273190621.81,1728937567276.64,2.0879e+12,1.5535e+12,82482000,-0.000917829299215356,0.00158486946573078,-0.00233364971055394,-0.00333104728081324,-0.000908524482120754,0.00687481623690012,0.00660158239687902,0.016273236520826,0.0151818774348502,0.00687246791271257,-0.00779264553611547,-0.00501671293114825,-0.01860688623138,-0.0185129247156635,-0.00778099239483332
"247","DNK","Denmark",2002,156014982164.09,154335434007.134,116968058968.059,1.561e+11,1.05e+11,5376000,0.0065807854366966,0.00810834023038076,0.00793437494037974,0.00988253401011541,0.00676224486156052,0.00687481623690012,0.00660158239687902,0.016273236520826,0.0151818774348502,0.00687246791271257,-0.000294030800203515,0.00150675783350174,-0.00833886158044628,-0.00529934342473481,-0.000110223051152047
"248","ESP","Spain",2002,864711590296.496,867625336927.224,699239436619.718,8.646e+11,6.288e+11,40546000,0.0151477212127578,0.0169545838848038,0.0240388174626176,0.0230967771905828,0.0151725938035092,0.00687481623690012,0.00660158239687902,0.016273236520826,0.0151818774348502,0.00687246791271257,0.00827290497585764,0.0103530014879247,0.00776558094179158,0.00791489975573256,0.00830012589079665
"249","FIN","Finland",2002,137407558733.401,136266598569.969,93438665358.1943,1.374e+11,8.36e+10,5201000,0.0199749380808907,0.0169881951789659,0.0193917739088096,0.0168216244896655,0.0195733033624634,0.00687481623690012,0.00660158239687902,0.016273236520826,0.0151818774348502,0.00687246791271257,0.0131001218439906,0.0103866127820869,0.00311853738798362,0.00163974705481529,0.0127008354497509
"250","FRA","France",2002,1603366120218.58,1627079781420.76,1320469318181.82,1.6034e+12,1.1615e+12,61237000,0.00652441589030772,0.0103738118755548,0.0190578633691967,0.0173834746545527,0.00653864906741397,0.00687481623690012,0.00660158239687902,0.016273236520826,0.0151818774348502,0.00687246791271257,-0.000350400346592394,0.00377222947867573,0.00278462684837066,0.00220159721970248,-0.000333818845298595
"251","GBR","United Kingdom",2002,1565881329113.92,1604246835443.04,1407728171334.43,1.5648e+12,1.2796e+12,59207000,0.0145517554563686,0.0316674335870761,0.0304633145584052,0.0285397493943638,0.0145582125693213,0.00687481623690012,0.00660158239687902,0.016273236520826,0.0151818774348502,0.00687246791271257,0.00767693921946844,0.0250658511901971,0.0141900780375792,0.0133578719595135,0.00768574465660876
"252","GRC","Greece",2002,192255847953.216,192812865497.076,166507507507.507,1.921e+11,1.454e+11,10950000,0.0345337989875318,0.0380417284784631,0.0331925821407033,0.0317621096411482,0.0344039253048276,0.00687481623690012,0.00660158239687902,0.016273236520826,0.0151818774348502,0.00687246791271257,0.0276589827506317,0.0314401460815841,0.0169193456198773,0.016580232206298,0.027531457392115
"253","IRL","Ireland",2002,121676810073.452,102309548793.284,74410311493.0182,1.216e+11,6.78e+10,3926000,0.0423029854398767,0.0282667727962931,0.0215204925011871,0.0188269231844078,0.0420761519526405,0.00687481623690012,0.00660158239687902,0.016273236520826,0.0151818774348502,0.00687246791271257,0.0354281692029765,0.0216651903994141,0.00524725598036113,0.0036450457495576,0.0352036840399279
"254","ISL","Iceland",2002,8096935096.15385,8043581730.76923,6622733990.14778,8.1e+09,5.8e+09,288000,-0.0155927623023828,0.0105375367609657,-0.00735356669219023,-0.0104712998672962,-0.0104712998672944,0.00687481623690012,0.00660158239687902,0.016273236520826,0.0151818774348502,0.00687246791271257,-0.0224675785392829,0.00393595436408667,-0.0236268032130162,-0.0256531773021464,-0.017343767780007
"255","ITA","Italy",2002,1474503712871.29,1472972772277.23,1179863237139.27,1.4749e+12,1.0755e+12,57994000,0.00186465514991596,0.00630188135421683,0.00606647168320151,0.0072403523595792,0.00187413131142655,0.00687481623690012,0.00660158239687902,0.016273236520826,0.0151818774348502,0.00687246791271257,-0.00501016108698416,-0.000299701042662193,-0.0102067648376245,-0.00794152507527102,-0.00499833660128601
"256","JPN","Japan",2002,3302360645161.29,3351492258064.52,2385250625000,3.3112e+12,2.1379e+12,127435000,-0.00466981628397178,-0.00512087411083861,0.0109367001631782,0.00874065768827847,-0.0046879546746208,0.00687481623690012,0.00660158239687902,0.016273236520826,0.0151818774348502,0.00687246791271257,-0.0115446325208719,-0.0117224565077176,-0.00533653635764786,-0.00644121974657175,-0.0115604225873334
"257","MEX","Mexico",2002,903097549019.608,893140032679.739,768916493055.556,9.032e+11,7.214e+11,101398000,-0.00684630657941376,-7.34446710524139e-05,-0.00172970295906794,-0.00138041880155626,-0.00681955258295552,0.00687481623690012,0.00660158239687902,0.016273236520826,0.0151818774348502,0.00687246791271257,-0.0137211228163139,-0.00667502706793144,-0.018002939479894,-0.0165622962364065,-0.0136920204956681
"258","NLD","Netherlands",2002,443621621621.622,440330810810.811,351901960784.314,4.438e+11,2.98e+11,16147000,-0.000794354364778371,-0.00795327870058671,0.0135471546099097,0.013193330658261,-0.000812562307553222,0.00687481623690012,0.00660158239687902,0.016273236520826,0.0151818774348502,0.00687246791271257,-0.00766917060167849,-0.0145548610974657,-0.00272608191091628,-0.00198854677658922,-0.00768503022026579
"259","NOR","Norway",2002,169800776914.539,170362884131.361,106166153846.154,1.698e+11,9.22e+10,4539000,0.00792970140305194,0.0183168916083432,0.0279805732584091,0.0117613148841489,0.00789331998266185,0.00687481623690012,0.00660158239687902,0.016273236520826,0.0151818774348502,0.00687246791271257,0.00105488516615182,0.0117153092114641,0.0117073367375831,-0.00342056255070133,0.00102085206994929
"260","NZL","New Zealand",2002,85627586206.8965,80922068965.5172,68436428571.4286,8.59e+10,6.21e+10,3976000,0.0281630896970366,0.0171695538522894,0.0249920208515633,0.026542139766093,0.0290182759100706,0.00687481623690012,0.00660158239687902,0.016273236520826,0.0151818774348502,0.00687246791271257,0.0212882734601365,0.0105679714554103,0.00871878433073725,0.0113602623312428,0.022145807997358
"261","PRT","Portugal",2002,181355384615.385,178579810605.562,156009538950.715,1.813e+11,1.398e+11,10368000,-0.00342685740571724,0.00770951185652535,0.00532256498310524,0.00425083140064331,-0.00339161028757573,0.00687481623690012,0.00660158239687902,0.016273236520826,0.0151818774348502,0.00687246791271257,-0.0103016736426174,0.00110792945964633,-0.0109506715377208,-0.0109310460342069,-0.0102640782002883
"262","SWE","Sweden",2002,246112404787.813,242078346028.292,189963351955.307,2.461e+11,1.696e+11,8925000,0.0163124355899544,0.0152075955266611,0.0137934899397525,0.0139923434435794,0.0164423946085481,0.00687481623690012,0.00660158239687902,0.016273236520826,0.0151818774348502,0.00687246791271257,0.00943761935305432,0.00860601312978204,-0.00247974658107353,-0.00118953399127086,0.00956992669583556
"263","TUR","Türkiye",2002,459127852988.071,454923709616.744,373866487485.554,4.591e+11,3.313e+11,69666000,0.0611480092164474,0.0628170135069546,0.00915151690799121,0.00793305120352805,0.0611991518254626,0.00687481623690012,0.00660158239687902,0.016273236520826,0.0151818774348502,0.00687246791271257,0.0542731929795472,0.0562154311100755,-0.00712171961283481,-0.00724882623132217,0.0543266839127501
"264","USA","United States",2002,1.00235e+13,1.01266e+13,8.6357e+12,1.00235e+13,7.7537e+12,288240000,0.00853948576039265,0.00166197633143206,0.0224572229442987,0.021286727295184,0.00853948576039265,0.00687481623690012,0.00660158239687902,0.016273236520826,0.0151818774348502,0.00687246791271257,0.00166466952349253,-0.00493960606544697,0.00618398642347273,0.00610484986033377,0.00166701784768009
"265","AUS","Australia",2003,567695419847.328,563425190839.695,449720769230.769,5.662e+11,4.085e+11,20007000,0.0244628082011182,0.0388068677488427,0.0348072107064752,0.0394278181044942,0.024486912761537,0.0139877548225229,-0.0295652805338289,0.0167419882460091,0.0168580177797928,0.01399098205553,0.0104750533785953,0.0683721482826716,0.018065222460466,0.0225698003247015,0.0104959307060071
"266","AUT","Austria",2003,236319474835.886,237324945295.405,182481185860.889,2.363e+11,1.65e+11,8098000,0.00197464054442698,0.00769081224249746,0.000324857054264882,0.000506621279821928,0.00207417150996569,0.0139877548225229,-0.0295652805338289,0.0167419882460091,0.0168580177797928,0.01399098205553,-0.0120131142780959,0.0372560927763264,-0.0164171311917443,-0.0163513964999709,-0.0119168105455643
"267","BEL","Belgium",2003,277019543973.941,284352877307.275,217254180602.007,2.769e+11,1.939e+11,10374000,0.00826017270181012,0.00218520281220691,0.0186339960626327,0.0197591112356683,0.0081044155172183,0.0139877548225229,-0.0295652805338289,0.0167419882460091,0.0168580177797928,0.01399098205553,-0.00572758212071278,0.0317504833460358,0.00189200781662358,0.00290109345587553,-0.00588656653831165
"268","CAN","Canada",2003,926243089430.894,908564227642.276,708492561983.471,9.236e+11,6.342e+11,31630000,0.011284781494787,0.0147208335469635,0.0237685263730754,0.0222330259390109,0.0112827317981541,0.0139877548225229,-0.0295652805338289,0.0167419882460091,0.0168580177797928,0.01399098205553,-0.00270297332773595,0.0442861140807924,0.00702653812706622,0.0053750081592181,-0.00270825025737587
"269","CHE","Switzerland",2003,220914210526.316,NA,160513612565.445,2.213e+11,1.489e+11,7405000,-0.0119396552028963,NA,-0.00217817378616303,-0.00369574242231252,-0.0115661040655635,0.0139877548225229,-0.0295652805338289,0.0167419882460091,0.0168580177797928,0.01399098205553,-0.0259274100254192,NA,-0.0189201620321722,-0.0205537602021053,-0.0255570861210934
"270","DEU","Germany",2003,2085812436289.5,2096133537206.93,1729471474703.98,2.0854e+12,1.5565e+12,82520000,-0.00166895124392319,0.00617369738198903,-0.000151841501391914,0.001468660562848,-0.00165869326555068,0.0139877548225229,-0.0295652805338289,0.0167419882460091,0.0168580177797928,0.01399098205553,-0.0156567060664461,0.0357389779158179,-0.0168938297474011,-0.0153893572169448,-0.0156496753210806
"271","DNK","Denmark",2003,156705826397.146,157792746730.083,118044840294.84,1.568e+11,1.059e+11,5390000,0.00181750667723612,0.0195532840973627,0.00656287582819282,0.00593412074977984,0.00187349869486297,0.0139877548225229,-0.0295652805338289,0.0167419882460091,0.0168580177797928,0.01399098205553,-0.0121702481452868,0.0491185646311916,-0.0101791124178163,-0.010923897030013,-0.012117483360667
"272","ESP","Spain",2003,886311320754.717,884103773584.906,720994366197.183,8.862e+11,6.478e+11,40809000,0.0182067237279586,0.01234895141517,0.0241725848685661,0.0233032523488319,0.0182101732584581,0.0139877548225229,-0.0295652805338289,0.0167419882460091,0.0168580177797928,0.01399098205553,0.00421896890543572,0.0419142319489989,0.00743059662255696,0.00644523456903912,0.00421919120292813
"273","FIN","Finland",2003,140186925434.116,136717058222.676,96685966633.9549,1.402e+11,8.66e+10,5213000,0.0177207318332613,0.000995680287566358,0.0318584426548458,0.0329517044827004,0.0178690038172071,0.0139877548225229,-0.0295652805338289,0.0167419882460091,0.0168580177797928,0.01399098205553,0.00373297701073838,0.0305609608213953,0.0151164544088367,0.0160936867029076,0.00387802176167718
"274","FRA","France",2003,1610862295081.97,1629994535519.13,1343551136363.64,1.6109e+12,1.1814e+12,61540000,-0.000271409707135462,-0.00314598846508396,0.0123932050199151,0.0120521147685171,-0.000269133499086749,0.0139877548225229,-0.0295652805338289,0.0167419882460091,0.0168580177797928,0.01399098205553,-0.0142591645296584,0.0264192920687449,-0.004348783226094,-0.0048059030112757,-0.0142601155546167
"275","GBR","United Kingdom",2003,1601049050632.91,1642794303797.47,1444158154859.97,1.5999e+12,1.31e+12,59375000,0.0193767717541569,0.0209107664699708,0.0227158968221133,0.0206461239080511,0.0193496227823289,0.0139877548225229,-0.0295652805338289,0.0167419882460091,0.0168580177797928,0.01399098205553,0.00538901693163396,0.0504760470037997,0.00597390857610414,0.00378810612825831,0.00535864072679892
"276","GRC","Greece",2003,200902046783.626,201720760233.918,171489489489.489,2.008e+11,1.517e+11,10981000,0.0411633830823401,0.0423372058998925,0.0266545300601582,0.0395892709020007,0.0414662676899962,0.0139877548225229,-0.0295652805338289,0.0167419882460091,0.0168580177797928,0.01399098205553,0.0271756282598172,0.0719024864337214,0.00991254181414902,0.0227312531222079,0.0274752856344662
"277","IRL","Ireland",2003,126122770199.37,107149003147.954,76329752953.8131,1.261e+11,6.96e+10,3991000,0.0194666371077616,0.0297966786423771,0.00904755146668457,0.00978164218169653,0.0199175432264802,0.0139877548225229,-0.0295652805338289,0.0167419882460091,0.0168580177797928,0.01399098205553,0.00547888228523874,0.059361959176206,-0.00769443677932458,-0.00707637559809626,0.00592656117095025
"278","ISL","Iceland",2003,8449074519.23077,8259987980.76923,7003029556.65025,8.4e+09,6.1e+09,289000,0.0391050961604513,0.0230824515508576,0.0523683671172268,0.0469646456504051,0.032901436194388,0.0139877548225229,-0.0295652805338289,0.0167419882460091,0.0168580177797928,0.01399098205553,0.0251173413379284,0.0526477320846865,0.0356263788712177,0.0301066278706124,0.0189104541388581
"279","ITA","Italy",2003,1478295792079.21,1479264851485.15,1197451693851.94,1.4787e+12,1.0892e+12,58095000,0.000828420421665754,0.00252254491108594,0.0130571345794408,0.0109177673764105,0.000833087798575605,0.0139877548225229,-0.0295652805338289,0.0167419882460091,0.0168580177797928,0.01399098205553,-0.0131593344008571,0.0320878254449148,-0.00368485366656834,-0.00594025040338231,-0.0131578942569543
"280","JPN","Japan",2003,3390166451612.9,3432025161290.32,2411695625000,3.3993e+12,2.1611e+12,127619000,0.0247986292410687,0.0223019841907561,0.00958304430398726,0.00935048053824694,0.0248160346557356,0.0139877548225229,-0.0295652805338289,0.0167419882460091,0.0168580177797928,0.01399098205553,0.0108108744185458,0.051867264724585,-0.00715894394202188,-0.00750753724154585,0.0108250526002056
"281","MEX","Mexico",2003,914863071895.425,NA,791481597222.222,9.149e+11,7.43e+11,102708000,0.000107186994984687,NA,0.0160876129472154,0.016665632657535,3.41132592520665e-05,0.0139877548225229,-0.0295652805338289,0.0167419882460091,0.0168580177797928,0.01399098205553,-0.0138805678275382,NA,-0.000654375298793752,-0.000192385122257832,-0.0139568687962779
"282","NLD","Netherlands",2003,439725405405.405,438364324324.324,351741637831.603,4.399e+11,2.976e+11,16224000,-0.013578895584617,-0.00923328535617607,-0.00521304714680682,-0.0061005370557563,-0.0135839356531076,0.0139877548225229,-0.0295652805338289,0.0167419882460091,0.0168580177797928,0.01399098205553,-0.0275666504071399,0.0203319951776528,-0.021955035392816,-0.0229585548355491,-0.0275749177086375
"283","NOR","Norway",2003,170510987791.343,171595321864.549,109362417582.418,1.705e+11,9.53e+10,4565000,-0.00153790073669491,0.0014963597087192,0.023950152243243,0.0273578895250051,-0.00159776772627751,0.0139877548225229,-0.0295652805338289,0.0167419882460091,0.0168580177797928,0.01399098205553,-0.0155256555592178,0.0310616402425481,0.0072081639972339,0.0104998717452123,-0.0155887497818075
"284","NZL","New Zealand",2003,88748275862.069,85104827586.2069,71711428571.4286,8.9e+10,6.52e+10,4039000,0.0200756534711815,0.0346763345667132,0.0310240171073879,0.0329926322062253,0.0197316929549824,0.0139877548225229,-0.0295652805338289,0.0167419882460091,0.0168580177797928,0.01399098205553,0.00608789864865855,0.064241615100542,0.0142820288613787,0.0161346144264325,0.0057407108994525
"285","PRT","Portugal",2003,1.7918e+11,176836093607.007,155217806041.335,1.791e+11,1.405e+11,10444000,-0.0193711811867541,-0.0171158520287236,-0.0123913329111058,-0.00230885225287381,-0.0195123199211036,0.0139877548225229,-0.0295652805338289,0.0167419882460091,0.0168580177797928,0.01399098205553,-0.033358936009277,0.0124494285051053,-0.029133321157115,-0.0191668700326666,-0.0335033019766335
"286","SWE","Sweden",2003,249721762785.637,246419477693.145,192351955307.263,2.497e+11,1.711e+11,8959000,0.0107567016641852,0.0139715739832411,0.00869333944814699,0.00500317159060693,0.0107199539389793,0.0139877548225229,-0.0295652805338289,0.0167419882460091,0.0168580177797928,0.01399098205553,-0.00323105315833772,0.04353685451707,-0.00804864879786216,-0.0118548461891859,-0.00327102811655067
"287","TUR","Türkiye",2003,485731641962.915,481570447826.051,394693152345.353,4.857e+11,3.509e+11,70802000,0.0401527212596857,0.0407479408885081,0.0380350301445986,0.041302118267982,0.0401482430811875,0.0139877548225229,-0.0295652805338289,0.0167419882460091,0.0168580177797928,0.01399098205553,0.0261649664371628,0.070313221422337,0.0212930418985895,0.0244441004881892,0.0261572610256575
"288","USA","United States",2003,1.033e+13,1.04053e+13,8.9163e+12,1.033e+13,8.006e+12,291085000,0.0202980927693623,0.0173278122229572,0.0221544342888755,0.0221992574788565,0.0202980927693623,0.0139877548225229,-0.0295652805338289,0.0167419882460091,0.0168580177797928,0.01399098205553,0.00631033794683944,0.0468930927567861,0.00541244604286639,0.00534123969906375,0.00630711071383239
